,Date,State,Average_Job_Created
3103,2014-07,MINNESOTA,2826
3104,2014-08,MINNESOTA,2837
3105,2014-09,MINNESOTA,2836
3106,2014-10,MINNESOTA,2853
3107,2014-11,MINNESOTA,2850
3108,2014-12,MINNESOTA,2841
3109,2015-01,MINNESOTA,2772
3110,2015-02,MINNESOTA,2783
3111,2015-03,MINNESOTA,2789
3112,2015-04,MINNESOTA,2839
3113,2015-05,MINNESOTA,2877
3114,2015-06,MINNESOTA,2898
3115,2015-07,MINNESOTA,2874
3116,2015-08,MINNESOTA,2878
3117,2015-09,MINNESOTA,2875
3118,2015-10,MINNESOTA,2898
3119,2015-11,MINNESOTA,2894
3120,2015-12,MINNESOTA,2882
3121,2016-01,MINNESOTA,2818
3122,2016-02,MINNESOTA,2828
3123,2016-03,MINNESOTA,2832
3124,2016-04,MINNESOTA,2880
3125,2016-05,MINNESOTA,2909
3126,2016-06,MINNESOTA,2921
3127,2016-07,MINNESOTA,2915
3128,2016-08,MINNESOTA,2924
3129,2016-09,MINNESOTA,2923
3130,2016-10,MINNESOTA,2933
3131,2016-11,MINNESOTA,2928
3132,2016-12,MINNESOTA,2912
3133,2017-01,MINNESOTA,2868
3134,2017-02,MINNESOTA,2874
3135,2017-03,MINNESOTA,2882
3136,2017-04,MINNESOTA,2914
3137,2017-05,MINNESOTA,2944
3138,2017-06,MINNESOTA,2976
3139,2017-07,MINNESOTA,2951
3140,2017-08,MINNESOTA,2953
3141,2017-09,MINNESOTA,2952
3142,2017-10,MINNESOTA,2964
3143,2017-11,MINNESOTA,2960
3144,2017-12,MINNESOTA,2946
3145,2018-01,MINNESOTA,2899
3146,2008-01,MONTANA,432
3147,2008-02,MONTANA,435
3148,2008-03,MONTANA,439
3149,2008-04,MONTANA,441
3150,2008-05,MONTANA,449
3151,2008-06,MONTANA,454
3152,2008-07,MONTANA,452
3153,2008-08,MONTANA,453
3154,2008-09,MONTANA,450
3155,2008-10,MONTANA,447
3156,2008-11,MONTANA,442
3157,2008-12,MONTANA,439
3158,2009-01,MONTANA,419
3159,2009-02,MONTANA,420
3160,2009-03,MONTANA,419
3161,2009-04,MONTANA,425
3162,2009-05,MONTANA,431
3163,2009-06,MONTANA,438
3164,2009-07,MONTANA,435
3165,2009-08,MONTANA,435
3166,2009-09,MONTANA,433
3167,2009-10,MONTANA,431
3168,2009-11,MONTANA,428
3169,2009-12,MONTANA,426
3170,2010-01,MONTANA,413
3171,2010-02,MONTANA,413
3172,2010-03,MONTANA,418
3173,2010-04,MONTANA,423
3174,2010-05,MONTANA,432
3175,2010-06,MONTANA,437
3176,2010-07,MONTANA,436
3177,2010-08,MONTANA,437
3178,2010-09,MONTANA,435
3179,2010-10,MONTANA,433
3180,2010-11,MONTANA,428
3181,2010-12,MONTANA,427
3182,2011-01,MONTANA,413
3183,2011-02,MONTANA,415
3184,2011-03,MONTANA,419
3185,2011-04,MONTANA,425
3186,2011-05,MONTANA,433
3187,2011-06,MONTANA,438
3188,2011-07,MONTANA,437
3189,2011-08,MONTANA,440
3190,2011-09,MONTANA,441
3191,2011-10,MONTANA,438
3192,2011-11,MONTANA,434
3193,2011-12,MONTANA,434
3194,2012-01,MONTANA,422
3195,2012-02,MONTANA,423
3196,2012-03,MONTANA,427
3197,2012-04,MONTANA,434
3198,2012-05,MONTANA,443
3199,2012-06,MONTANA,448
3200,2012-07,MONTANA,448
3201,2012-08,MONTANA,450
3202,2012-09,MONTANA,449
3203,2012-10,MONTANA,447
3204,2012-11,MONTANA,443
3205,2012-12,MONTANA,443
3206,2013-01,MONTANA,432
3207,2013-02,MONTANA,435
3208,2013-03,MONTANA,438
3209,2013-04,MONTANA,444
3210,2013-05,MONTANA,452
3211,2013-06,MONTANA,456
3212,2013-07,MONTANA,454
3213,2013-08,MONTANA,457
3214,2013-09,MONTANA,455
3215,2013-10,MONTANA,454
3216,2013-11,MONTANA,450
3217,2013-12,MONTANA,450
3218,2014-01,MONTANA,437
3219,2014-02,MONTANA,441
3220,2014-03,MONTANA,442
3221,2014-04,MONTANA,449
3222,2014-05,MONTANA,456
3223,2014-06,MONTANA,462
3224,2014-07,MONTANA,461
3225,2014-08,MONTANA,462
3226,2014-09,MONTANA,460
3227,2014-10,MONTANA,457
3228,2014-11,MONTANA,452
3229,2014-12,MONTANA,454
3230,2015-01,MONTANA,444
3231,2015-02,MONTANA,448
3232,2015-03,MONTANA,452
3233,2015-04,MONTANA,458
3234,2015-05,MONTANA,464
3235,2015-06,MONTANA,469
3236,2015-07,MONTANA,468
3237,2015-08,MONTANA,469
3238,2015-09,MONTANA,468
3239,2015-10,MONTANA,468
3240,2015-11,MONTANA,464
3241,2015-12,MONTANA,465
3242,2016-01,MONTANA,452
3243,2016-02,MONTANA,455
3244,2016-03,MONTANA,459
3245,2016-04,MONTANA,465
3246,2016-05,MONTANA,471
3247,2016-06,MONTANA,476
3248,2016-07,MONTANA,474
3249,2016-08,MONTANA,475
3250,2016-09,MONTANA,474
3251,2016-10,MONTANA,471
3252,2016-11,MONTANA,469
3253,2016-12,MONTANA,468
3254,2017-01,MONTANA,457
3255,2017-02,MONTANA,459
3256,2017-03,MONTANA,463
3257,2017-04,MONTANA,469
3258,2017-05,MONTANA,476
3259,2017-06,MONTANA,482
3260,2017-07,MONTANA,479
3261,2017-08,MONTANA,480
3262,2017-09,MONTANA,478
3263,2017-10,MONTANA,476
3264,2017-11,MONTANA,472
3265,2017-12,MONTANA,473
3266,2018-01,MONTANA,463
3267,2008-01,NEBRASKA,953
3268,2008-02,NEBRASKA,954
3269,2008-03,NEBRASKA,961
3270,2008-04,NEBRASKA,969
3271,2008-05,NEBRASKA,979
3272,2008-06,NEBRASKA,979
3273,2008-07,NEBRASKA,966
3274,2008-08,NEBRASKA,969
3275,2008-09,NEBRASKA,972
3276,2008-10,NEBRASKA,978
3277,2008-11,NEBRASKA,975
3278,2008-12,NEBRASKA,972
3279,2009-01,NEBRASKA,944
3280,2009-02,NEBRASKA,943
3281,2009-03,NEBRASKA,946
3282,2009-04,NEBRASKA,951
3283,2009-05,NEBRASKA,959
3284,2009-06,NEBRASKA,957
3285,2009-07,NEBRASKA,948
3286,2009-08,NEBRASKA,946
3287,2009-09,NEBRASKA,948
3288,2009-10,NEBRASKA,952
3289,2009-11,NEBRASKA,952
3290,2009-12,NEBRASKA,945
3291,2010-01,NEBRASKA,921
3292,2010-02,NEBRASKA,924
3293,2010-03,NEBRASKA,930
3294,2010-04,NEBRASKA,944
3295,2010-05,NEBRASKA,954
3296,2010-06,NEBRASKA,956
3297,2010-07,NEBRASKA,946
3298,2010-08,NEBRASKA,947
3299,2010-09,NEBRASKA,948
3300,2010-10,NEBRASKA,955
3301,2010-11,NEBRASKA,954
3302,2010-12,NEBRASKA,953
3303,2011-01,NEBRASKA,928
3304,2011-02,NEBRASKA,931
3305,2011-03,NEBRASKA,939
3306,2011-04,NEBRASKA,953
3307,2011-05,NEBRASKA,960
3308,2011-06,NEBRASKA,959
3309,2011-07,NEBRASKA,950
3310,2011-08,NEBRASKA,952
3311,2011-09,NEBRASKA,957
3312,2011-10,NEBRASKA,964
3313,2011-11,NEBRASKA,966
3314,2011-12,NEBRASKA,965
3315,2012-01,NEBRASKA,945
3316,2012-02,NEBRASKA,947
3317,2012-03,NEBRASKA,957
3318,2012-04,NEBRASKA,967
3319,2012-05,NEBRASKA,977
3320,2012-06,NEBRASKA,976
3321,2012-07,NEBRASKA,967
3322,2012-08,NEBRASKA,969
3323,2012-09,NEBRASKA,973
3324,2012-10,NEBRASKA,979
3325,2012-11,NEBRASKA,981
3326,2012-12,NEBRASKA,981
3327,2013-01,NEBRASKA,955
3328,2013-02,NEBRASKA,959
3329,2013-03,NEBRASKA,965
3330,2013-04,NEBRASKA,975
3331,2013-05,NEBRASKA,989
3332,2013-06,NEBRASKA,987
3333,2013-07,NEBRASKA,978
3334,2013-08,NEBRASKA,982
3335,2013-09,NEBRASKA,986
3336,2013-10,NEBRASKA,993
3337,2013-11,NEBRASKA,995
3338,2013-12,NEBRASKA,994
3339,2014-01,NEBRASKA,970
3340,2014-02,NEBRASKA,975
3341,2014-03,NEBRASKA,981
3342,2014-04,NEBRASKA,991
3343,2014-05,NEBRASKA,1002
3344,2014-06,NEBRASKA,1000
3345,2014-07,NEBRASKA,989
3346,2014-08,NEBRASKA,992
3347,2014-09,NEBRASKA,996
3348,2014-10,NEBRASKA,1002
3349,2014-11,NEBRASKA,1002
3350,2014-12,NEBRASKA,1005
3351,2015-01,NEBRASKA,980
3352,2015-02,NEBRASKA,985
3353,2015-03,NEBRASKA,992
3354,2015-04,NEBRASKA,1005
3355,2015-05,NEBRASKA,1013
3356,2015-06,NEBRASKA,1014
3357,2015-07,NEBRASKA,1006
3358,2015-08,NEBRASKA,1009
3359,2015-09,NEBRASKA,1011
3360,2015-10,NEBRASKA,1018
3361,2015-11,NEBRASKA,1018
3362,2015-12,NEBRASKA,1020
3363,2016-01,NEBRASKA,992
3364,2016-02,NEBRASKA,996
3365,2016-03,NEBRASKA,1006
3366,2016-04,NEBRASKA,1015
3367,2016-05,NEBRASKA,1024
3368,2016-06,NEBRASKA,1023
3369,2016-07,NEBRASKA,1015
3370,2016-08,NEBRASKA,1016
3371,2016-09,NEBRASKA,1022
3372,2016-10,NEBRASKA,1024
3373,2016-11,NEBRASKA,1023
3374,2016-12,NEBRASKA,1020
3375,2017-01,NEBRASKA,998
3376,2017-02,NEBRASKA,1004
3377,2017-03,NEBRASKA,1010
3378,2017-04,NEBRASKA,1019
3379,2017-05,NEBRASKA,1026
3380,2017-06,NEBRASKA,1027
3381,2017-07,NEBRASKA,1016
3382,2017-08,NEBRASKA,1018
3383,2017-09,NEBRASKA,1020
3384,2017-10,NEBRASKA,1026
3385,2017-11,NEBRASKA,1028
3386,2017-12,NEBRASKA,1028
3387,2018-01,NEBRASKA,1002
3388,2008-01,NEVADA,1269
3389,2008-02,NEVADA,1272
3390,2008-03,NEVADA,1275
3391,2008-04,NEVADA,1280
3392,2008-05,NEVADA,1286
3393,2008-06,NEVADA,1279
3394,2008-07,NEVADA,1265
3395,2008-08,NEVADA,1260
3396,2008-09,NEVADA,1261
3397,2008-10,NEVADA,1252
3398,2008-11,NEVADA,1238
3399,2008-12,NEVADA,1221
3400,2009-01,NEVADA,1180
3401,2009-02,NEVADA,1172
3402,2009-03,NEVADA,1163
3403,2009-04,NEVADA,1158
3404,2009-05,NEVADA,1155
3405,2009-06,NEVADA,1147
3406,2009-07,NEVADA,1133
3407,2009-08,NEVADA,1128
3408,2009-09,NEVADA,1135
3409,2009-10,NEVADA,1135
3410,2009-11,NEVADA,1134
3411,2009-12,NEVADA,1134
3412,2010-01,NEVADA,1104
3413,2010-02,NEVADA,1105
3414,2010-03,NEVADA,1108
3415,2010-04,NEVADA,1120
3416,2010-05,NEVADA,1128
3417,2010-06,NEVADA,1124
3418,2010-07,NEVADA,1116
3419,2010-08,NEVADA,1114
3420,2010-09,NEVADA,1116
3421,2010-10,NEVADA,1124
3422,2010-11,NEVADA,1126
3423,2010-12,NEVADA,1124
3424,2011-01,NEVADA,1106
3425,2011-02,NEVADA,1109
3426,2011-03,NEVADA,1114
3427,2011-04,NEVADA,1126
3428,2011-05,NEVADA,1130
3429,2011-06,NEVADA,1128
3430,2011-07,NEVADA,1122
3431,2011-08,NEVADA,1122
3432,2011-09,NEVADA,1132
3433,2011-10,NEVADA,1137
3434,2011-11,NEVADA,1139
3435,2011-12,NEVADA,1136
3436,2012-01,NEVADA,1120
3437,2012-02,NEVADA,1123
3438,2012-03,NEVADA,1130
3439,2012-04,NEVADA,1139
3440,2012-05,NEVADA,1148
3441,2012-06,NEVADA,1150
3442,2012-07,NEVADA,1139
3443,2012-08,NEVADA,1145
3444,2012-09,NEVADA,1153
3445,2012-10,NEVADA,1160
3446,2012-11,NEVADA,1165
3447,2012-12,NEVADA,1160
3448,2013-01,NEVADA,1145
3449,2013-02,NEVADA,1148
3450,2013-03,NEVADA,1158
3451,2013-04,NEVADA,1168
3452,2013-05,NEVADA,1176
3453,2013-06,NEVADA,1178
3454,2013-07,NEVADA,1171
3455,2013-08,NEVADA,1178
3456,2013-09,NEVADA,1182
3457,2013-10,NEVADA,1189
3458,2013-11,NEVADA,1198
3459,2013-12,NEVADA,1195
3460,2014-01,NEVADA,1179
3461,2014-02,NEVADA,1186
3462,2014-03,NEVADA,1198
3463,2014-04,NEVADA,1208
3464,2014-05,NEVADA,1218
3465,2014-06,NEVADA,1216
3466,2014-07,NEVADA,1209
3467,2014-08,NEVADA,1220
3468,2014-09,NEVADA,1229
3469,2014-10,NEVADA,1239
3470,2014-11,NEVADA,1243
3471,2014-12,NEVADA,1244
3472,2015-01,NEVADA,1227
3473,2015-02,NEVADA,1232
3474,2015-03,NEVADA,1241
3475,2015-04,NEVADA,1252
3476,2015-05,NEVADA,1259
3477,2015-06,NEVADA,1256
3478,2015-07,NEVADA,1249
3479,2015-08,NEVADA,1259
3480,2015-09,NEVADA,1268
3481,2015-10,NEVADA,1281
3482,2015-11,NEVADA,1287
3483,2015-12,NEVADA,1288
3484,2016-01,NEVADA,1263
3485,2016-02,NEVADA,1271
3486,2016-03,NEVADA,1279
3487,2016-04,NEVADA,1292
3488,2016-05,NEVADA,1296
3489,2016-06,NEVADA,1295
3490,2016-07,NEVADA,1299
3491,2016-08,NEVADA,1303
3492,2016-09,NEVADA,1316
3493,2016-10,NEVADA,1319
3494,2016-11,NEVADA,1325
3495,2016-12,NEVADA,1323
3496,2017-01,NEVADA,1306
3497,2017-02,NEVADA,1314
3498,2017-03,NEVADA,1329
3499,2017-04,NEVADA,1328
3500,2017-05,NEVADA,1341
3501,2017-06,NEVADA,1340
3502,2017-07,NEVADA,1337
3503,2017-08,NEVADA,1342
3504,2017-09,NEVADA,1354
3505,2017-10,NEVADA,1362
3506,2017-11,NEVADA,1368
3507,2017-12,NEVADA,1369
3508,2018-01,NEVADA,1345
3509,2008-01,NEW HAMPSHIRE,639
3510,2008-02,NEW HAMPSHIRE,639
3511,2008-03,NEW HAMPSHIRE,640
3512,2008-04,NEW HAMPSHIRE,643
3513,2008-05,NEW HAMPSHIRE,653
3514,2008-06,NEW HAMPSHIRE,658
3515,2008-07,NEW HAMPSHIRE,652
3516,2008-08,NEW HAMPSHIRE,652
3517,2008-09,NEW HAMPSHIRE,654
3518,2008-10,NEW HAMPSHIRE,653
3519,2008-11,NEW HAMPSHIRE,649
3520,2008-12,NEW HAMPSHIRE,648
3521,2009-01,NEW HAMPSHIRE,627
3522,2009-02,NEW HAMPSHIRE,624
3523,2009-03,NEW HAMPSHIRE,621
3524,2009-04,NEW HAMPSHIRE,623
3525,2009-05,NEW HAMPSHIRE,632
3526,2009-06,NEW HAMPSHIRE,635
3527,2009-07,NEW HAMPSHIRE,623
3528,2009-08,NEW HAMPSHIRE,624
3529,2009-09,NEW HAMPSHIRE,629
3530,2009-10,NEW HAMPSHIRE,630
3531,2009-11,NEW HAMPSHIRE,627
3532,2009-12,NEW HAMPSHIRE,630
3533,2010-01,NEW HAMPSHIRE,608
3534,2010-02,NEW HAMPSHIRE,611
3535,2010-03,NEW HAMPSHIRE,614
3536,2010-04,NEW HAMPSHIRE,618
3537,2010-05,NEW HAMPSHIRE,628
3538,2010-06,NEW HAMPSHIRE,632
3539,2010-07,NEW HAMPSHIRE,624
3540,2010-08,NEW HAMPSHIRE,624
3541,2010-09,NEW HAMPSHIRE,629
3542,2010-10,NEW HAMPSHIRE,630
3543,2010-11,NEW HAMPSHIRE,629
3544,2010-12,NEW HAMPSHIRE,633
3545,2011-01,NEW HAMPSHIRE,612
3546,2011-02,NEW HAMPSHIRE,615
3547,2011-03,NEW HAMPSHIRE,617
3548,2011-04,NEW HAMPSHIRE,623
3549,2011-05,NEW HAMPSHIRE,629
3550,2011-06,NEW HAMPSHIRE,633
3551,2011-07,NEW HAMPSHIRE,627
3552,2011-08,NEW HAMPSHIRE,626
3553,2011-09,NEW HAMPSHIRE,633
3554,2011-10,NEW HAMPSHIRE,633
3555,2011-11,NEW HAMPSHIRE,634
3556,2011-12,NEW HAMPSHIRE,636
3557,2012-01,NEW HAMPSHIRE,619
3558,2012-02,NEW HAMPSHIRE,619
3559,2012-03,NEW HAMPSHIRE,623
3560,2012-04,NEW HAMPSHIRE,626
3561,2012-05,NEW HAMPSHIRE,634
3562,2012-06,NEW HAMPSHIRE,641
3563,2012-07,NEW HAMPSHIRE,635
3564,2012-08,NEW HAMPSHIRE,637
3565,2012-09,NEW HAMPSHIRE,641
3566,2012-10,NEW HAMPSHIRE,641
3567,2012-11,NEW HAMPSHIRE,640
3568,2012-12,NEW HAMPSHIRE,642
3569,2013-01,NEW HAMPSHIRE,624
3570,2013-02,NEW HAMPSHIRE,626
3571,2013-03,NEW HAMPSHIRE,627
3572,2013-04,NEW HAMPSHIRE,632
3573,2013-05,NEW HAMPSHIRE,642
3574,2013-06,NEW HAMPSHIRE,646
3575,2013-07,NEW HAMPSHIRE,639
3576,2013-08,NEW HAMPSHIRE,642
3577,2013-09,NEW HAMPSHIRE,641
3578,2013-10,NEW HAMPSHIRE,646
3579,2013-11,NEW HAMPSHIRE,646
3580,2013-12,NEW HAMPSHIRE,649
3581,2014-01,NEW HAMPSHIRE,630
3582,2014-02,NEW HAMPSHIRE,633
3583,2014-03,NEW HAMPSHIRE,634
3584,2014-04,NEW HAMPSHIRE,639
3585,2014-05,NEW HAMPSHIRE,647
3586,2014-06,NEW HAMPSHIRE,654
3587,2014-07,NEW HAMPSHIRE,649
3588,2014-08,NEW HAMPSHIRE,643
3589,2014-09,NEW HAMPSHIRE,651
3590,2014-10,NEW HAMPSHIRE,654
3591,2014-11,NEW HAMPSHIRE,653
3592,2014-12,NEW HAMPSHIRE,656
3593,2015-01,NEW HAMPSHIRE,639
3594,2015-02,NEW HAMPSHIRE,640
3595,2015-03,NEW HAMPSHIRE,643
3596,2015-04,NEW HAMPSHIRE,648
3597,2015-05,NEW HAMPSHIRE,659
3598,2015-06,NEW HAMPSHIRE,664
3599,2015-07,NEW HAMPSHIRE,660
3600,2015-08,NEW HAMPSHIRE,658
3601,2015-09,NEW HAMPSHIRE,660
3602,2015-10,NEW HAMPSHIRE,665
3603,2015-11,NEW HAMPSHIRE,665
3604,2015-12,NEW HAMPSHIRE,668
3605,2016-01,NEW HAMPSHIRE,652
3606,2016-02,NEW HAMPSHIRE,656
3607,2016-03,NEW HAMPSHIRE,656
3608,2016-04,NEW HAMPSHIRE,662
3609,2016-05,NEW HAMPSHIRE,669
3610,2016-06,NEW HAMPSHIRE,674
3611,2016-07,NEW HAMPSHIRE,672
3612,2016-08,NEW HAMPSHIRE,672
3613,2016-09,NEW HAMPSHIRE,675
3614,2016-10,NEW HAMPSHIRE,675
3615,2016-11,NEW HAMPSHIRE,675
3616,2016-12,NEW HAMPSHIRE,678
3617,2017-01,NEW HAMPSHIRE,661
3618,2017-02,NEW HAMPSHIRE,662
3619,2017-03,NEW HAMPSHIRE,664
3620,2017-04,NEW HAMPSHIRE,669
3621,2017-05,NEW HAMPSHIRE,677
3622,2017-06,NEW HAMPSHIRE,685
3623,2017-07,NEW HAMPSHIRE,680
3624,2017-08,NEW HAMPSHIRE,680
3625,2017-09,NEW HAMPSHIRE,680
3626,2017-10,NEW HAMPSHIRE,681
3627,2017-11,NEW HAMPSHIRE,680
3628,2017-12,NEW HAMPSHIRE,684
3629,2018-01,NEW HAMPSHIRE,667
3630,2008-01,NEW MEXICO,834
3631,2008-02,NEW MEXICO,843
3632,2008-03,NEW MEXICO,847
3633,2008-04,NEW MEXICO,848
3634,2008-05,NEW MEXICO,852
3635,2008-06,NEW MEXICO,850
3636,2008-07,NEW MEXICO,841
3637,2008-08,NEW MEXICO,846
3638,2008-09,NEW MEXICO,854
3639,2008-10,NEW MEXICO,852
3640,2008-11,NEW MEXICO,847
3641,2008-12,NEW MEXICO,842
3642,2009-01,NEW MEXICO,817
3643,2009-02,NEW MEXICO,818
3644,2009-03,NEW MEXICO,816
3645,2009-04,NEW MEXICO,816
3646,2009-05,NEW MEXICO,817
3647,2009-06,NEW MEXICO,811
3648,2009-07,NEW MEXICO,803
3649,2009-08,NEW MEXICO,807
3650,2009-09,NEW MEXICO,812
3651,2009-10,NEW MEXICO,811
3652,2009-11,NEW MEXICO,808
3653,2009-12,NEW MEXICO,808
3654,2010-01,NEW MEXICO,789
3655,2010-02,NEW MEXICO,795
3656,2010-03,NEW MEXICO,801
3657,2010-04,NEW MEXICO,807
3658,2010-05,NEW MEXICO,810
3659,2010-06,NEW MEXICO,808
3660,2010-07,NEW MEXICO,801
3661,2010-08,NEW MEXICO,802
3662,2010-09,NEW MEXICO,803
3663,2010-10,NEW MEXICO,807
3664,2010-11,NEW MEXICO,806
3665,2010-12,NEW MEXICO,807
3666,2011-01,NEW MEXICO,788
3667,2011-02,NEW MEXICO,795
3668,2011-03,NEW MEXICO,800
3669,2011-04,NEW MEXICO,806
3670,2011-05,NEW MEXICO,806
3671,2011-06,NEW MEXICO,804
3672,2011-07,NEW MEXICO,797
3673,2011-08,NEW MEXICO,801
3674,2011-09,NEW MEXICO,807
3675,2011-10,NEW MEXICO,806
3676,2011-11,NEW MEXICO,805
3677,2011-12,NEW MEXICO,805
3678,2012-01,NEW MEXICO,786
3679,2012-02,NEW MEXICO,796
3680,2012-03,NEW MEXICO,801
3681,2012-04,NEW MEXICO,804
3682,2012-05,NEW MEXICO,806
3683,2012-06,NEW MEXICO,803
3684,2012-07,NEW MEXICO,795
3685,2012-08,NEW MEXICO,801
3686,2012-09,NEW MEXICO,807
3687,2012-10,NEW MEXICO,819
3688,2012-11,NEW MEXICO,818
3689,2012-12,NEW MEXICO,816
3690,2013-01,NEW MEXICO,799
3691,2013-02,NEW MEXICO,806
3692,2013-03,NEW MEXICO,807
3693,2013-04,NEW MEXICO,815
3694,2013-05,NEW MEXICO,819
3695,2013-06,NEW MEXICO,805
3696,2013-07,NEW MEXICO,801
3697,2013-08,NEW MEXICO,810
3698,2013-09,NEW MEXICO,813
3699,2013-10,NEW MEXICO,820
3700,2013-11,NEW MEXICO,820
3701,2013-12,NEW MEXICO,820
3702,2014-01,NEW MEXICO,806
3703,2014-02,NEW MEXICO,809
3704,2014-03,NEW MEXICO,811
3705,2014-04,NEW MEXICO,819
3706,2014-05,NEW MEXICO,825
3707,2014-06,NEW MEXICO,812
3708,2014-07,NEW MEXICO,812
3709,2014-08,NEW MEXICO,821
3710,2014-09,NEW MEXICO,824
3711,2014-10,NEW MEXICO,833
3712,2014-11,NEW MEXICO,833
3713,2014-12,NEW MEXICO,833
3714,2015-01,NEW MEXICO,817
3715,2015-02,NEW MEXICO,822
3716,2015-03,NEW MEXICO,824
3717,2015-04,NEW MEXICO,829
3718,2015-05,NEW MEXICO,830
3719,2015-06,NEW MEXICO,820
3720,2015-07,NEW MEXICO,816
3721,2015-08,NEW MEXICO,825
3722,2015-09,NEW MEXICO,827
3723,2015-10,NEW MEXICO,834
3724,2015-11,NEW MEXICO,835
3725,2015-12,NEW MEXICO,831
3726,2016-01,NEW MEXICO,818
3727,2016-02,NEW MEXICO,826
3728,2016-03,NEW MEXICO,825
3729,2016-04,NEW MEXICO,832
3730,2016-05,NEW MEXICO,832
3731,2016-06,NEW MEXICO,821
3732,2016-07,NEW MEXICO,817
3733,2016-08,NEW MEXICO,826
3734,2016-09,NEW MEXICO,832
3735,2016-10,NEW MEXICO,832
3736,2016-11,NEW MEXICO,832
3737,2016-12,NEW MEXICO,833
3738,2017-01,NEW MEXICO,818
3739,2017-02,NEW MEXICO,824
3740,2017-03,NEW MEXICO,827
3741,2017-04,NEW MEXICO,834
3742,2017-05,NEW MEXICO,834
3743,2017-06,NEW MEXICO,829
3744,2017-07,NEW MEXICO,822
3745,2017-08,NEW MEXICO,831
3746,2017-09,NEW MEXICO,836
3747,2017-10,NEW MEXICO,838
3748,2017-11,NEW MEXICO,840
3749,2017-12,NEW MEXICO,840
3750,2018-01,NEW MEXICO,828
3751,2008-01,NEW JERSEY,4004
3752,2008-02,NEW JERSEY,4006
3753,2008-03,NEW JERSEY,4032
3754,2008-04,NEW JERSEY,4051
3755,2008-05,NEW JERSEY,4082
3756,2008-06,NEW JERSEY,4126
3757,2008-07,NEW JERSEY,4061
3758,2008-08,NEW JERSEY,4032
3759,2008-09,NEW JERSEY,4027
3760,2008-10,NEW JERSEY,4024
3761,2008-11,NEW JERSEY,4014
3762,2008-12,NEW JERSEY,4006
3763,2009-01,NEW JERSEY,3870
3764,2009-02,NEW JERSEY,3859
3765,2009-03,NEW JERSEY,3864
3766,2009-04,NEW JERSEY,3880
3767,2009-05,NEW JERSEY,3919
3768,2009-06,NEW JERSEY,3954
3769,2009-07,NEW JERSEY,3883
3770,2009-08,NEW JERSEY,3862
3771,2009-09,NEW JERSEY,3867
3772,2009-10,NEW JERSEY,3872
3773,2009-11,NEW JERSEY,3885
3774,2009-12,NEW JERSEY,3893
3775,2010-01,NEW JERSEY,3765
3776,2010-02,NEW JERSEY,3757
3777,2010-03,NEW JERSEY,3787
3778,2010-04,NEW JERSEY,3838
3779,2010-05,NEW JERSEY,3883
3780,2010-06,NEW JERSEY,3926
3781,2010-07,NEW JERSEY,3855
3782,2010-08,NEW JERSEY,3830
3783,2010-09,NEW JERSEY,3832
3784,2010-10,NEW JERSEY,3851
3785,2010-11,NEW JERSEY,3863
3786,2010-12,NEW JERSEY,3869
3787,2011-01,NEW JERSEY,3743
3788,2011-02,NEW JERSEY,3753
3789,2011-03,NEW JERSEY,3783
3790,2011-04,NEW JERSEY,3826
3791,2011-05,NEW JERSEY,3856
3792,2011-06,NEW JERSEY,3906
3793,2011-07,NEW JERSEY,3851
3794,2011-08,NEW JERSEY,3828
3795,2011-09,NEW JERSEY,3852
3796,2011-10,NEW JERSEY,3865
3797,2011-11,NEW JERSEY,3884
3798,2011-12,NEW JERSEY,3892
3799,2012-01,NEW JERSEY,3783
3800,2012-02,NEW JERSEY,3800
3801,2012-03,NEW JERSEY,3837
3802,2012-04,NEW JERSEY,3851
3803,2012-05,NEW JERSEY,3899
3804,2012-06,NEW JERSEY,3960
3805,2012-07,NEW JERSEY,3885
3806,2012-08,NEW JERSEY,3875
3807,2012-09,NEW JERSEY,3897
3808,2012-10,NEW JERSEY,3911
3809,2012-11,NEW JERSEY,3913
3810,2012-12,NEW JERSEY,3938
3811,2013-01,NEW JERSEY,3825
3812,2013-02,NEW JERSEY,3842
3813,2013-03,NEW JERSEY,3875
3814,2013-04,NEW JERSEY,3895
3815,2013-05,NEW JERSEY,3936
3816,2013-06,NEW JERSEY,3996
3817,2013-07,NEW JERSEY,3934
3818,2013-08,NEW JERSEY,3927
3819,2013-09,NEW JERSEY,3941
3820,2013-10,NEW JERSEY,3953
3821,2013-11,NEW JERSEY,3977
3822,2013-12,NEW JERSEY,3977
3823,2014-01,NEW JERSEY,3848
3824,2014-02,NEW JERSEY,3850
3825,2014-03,NEW JERSEY,3882
3826,2014-04,NEW JERSEY,3938
3827,2014-05,NEW JERSEY,3985
3828,2014-06,NEW JERSEY,4032
3829,2014-07,NEW JERSEY,3972
3830,2014-08,NEW JERSEY,3957
3831,2014-09,NEW JERSEY,3974
3832,2014-10,NEW JERSEY,3991
3833,2014-11,NEW JERSEY,4013
3834,2014-12,NEW JERSEY,4024
3835,2015-01,NEW JERSEY,3887
3836,2015-02,NEW JERSEY,3894
3837,2015-03,NEW JERSEY,3927
3838,2015-04,NEW JERSEY,3968
3839,2015-05,NEW JERSEY,4021
3840,2015-06,NEW JERSEY,4069
3841,2015-07,NEW JERSEY,4016
3842,2015-08,NEW JERSEY,4003
3843,2015-09,NEW JERSEY,4017
